	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	contrast
Actr1b	644.809668385415	0.0572780336194501	0.145908424281717	0.39256152550081	0.694643361015495	0.826540400376146	C57BL6J_F0_Control-BALBcJ_F0_Control
Abcb4	324.181150608146	0.116842890643608	0.18600226868137	0.628179922061947	0.529886081586393	0.715151603259518	C57BL6J_F0_Control-BALBcJ_F0_Control
Adam15	431.449635411918	-1.03340840713664	0.16527278017697	-6.25274413627034	4.03302584383907e-10	1.04776644295534e-08	C57BL6J_F0_Control-BALBcJ_F0_Control
H2-DMa	1543.26891877184	1.06830331817599	0.123912456708345	8.62143602471278	6.61196225631431e-18	3.35589925380085e-16	C57BL6J_F0_Control-BALBcJ_F0_Control
B430010I23Rik	129.567840361562	2.18337725637004	0.260956589386213	8.36682170588403	5.9193160315848e-17	2.87124291557379e-15	C57BL6J_F0_Control-BALBcJ_F0_Control
Tspan3	565.353073308851	-0.518828701506064	0.149612923917292	-3.46780671028714	0.000524724564691153	0.00391195434221108	C57BL6J_F0_Control-BALBcJ_F0_Control
Far1	1089.25412294225	-0.255677721027125	0.131811097369894	-1.93972833948594	0.0524127135759018	0.151030477267071	C57BL6J_F0_Control-BALBcJ_F0_Control
Plekhb2	3439.79818269432	0.09305504816464	0.10691553721172	0.870360385323299	0.384103488518152	0.589697342949343	C57BL6J_F0_Control-BALBcJ_F0_Control
Zzz3	886.787707147476	0.0948749292973684	0.132184040811076	0.717748744214652	0.472912222226534	0.668153064324181	C57BL6J_F0_Control-BALBcJ_F0_Control
Pdha1	927.222223673825	0.018151753819237	0.134295314996728	0.135162971393896	0.892483022927651	0.941028983027768	C57BL6J_F0_Control-BALBcJ_F0_Control
Tctn3	259.432958233046	0.242436400322436	0.216547754434378	1.11955167097289	0.262904860219517	0.462943042230727	C57BL6J_F0_Control-BALBcJ_F0_Control
Cttnbp2nl	2373.7225628012	0.10880554953127	0.118117333797016	0.921164963969235	0.35696430723077	0.563050071558266	C57BL6J_F0_Control-BALBcJ_F0_Control
Ap5m1	371.899640237696	-0.00501616426885067	0.177467751724612	-0.0282652156242705	0.977450623419332	0.987925512176712	C57BL6J_F0_Control-BALBcJ_F0_Control
Gnptab	649.528089418087	-0.0909207059991898	0.145995336840664	-0.622764452390823	0.533439321314669	0.71743718655068	C57BL6J_F0_Control-BALBcJ_F0_Control
Irf2bp2	2385.3258792385	-0.294228355535759	0.138764012695363	-2.1203505852897	0.0339764906466929	0.109456000132936	C57BL6J_F0_Control-BALBcJ_F0_Control
Dab2	8163.679012718	-1.14195005664779	0.113931528539932	-10.0231259185429	1.20626234202036e-23	7.83457168580001e-22	C57BL6J_F0_Control-BALBcJ_F0_Control
Cep57	203.200375438904	0.325608495771177	0.212583063446456	1.53167656205683	0.125602268929537	0.282623543475035	C57BL6J_F0_Control-BALBcJ_F0_Control
Cd200r4	127.31363339441	-0.436953849650435	0.24320816194393	-1.79662494119409	0.072395182127928	0.190012560215219	C57BL6J_F0_Control-BALBcJ_F0_Control
Sept11	294.980950747936	-0.687994618054971	0.196290719938496	-3.50497781184226	0.000456645338883779	0.00349274438842842	C57BL6J_F0_Control-BALBcJ_F0_Control
Cntrl	846.408789918164	0.213752770209118	0.149496719067214	1.42981579490727	0.152769894575006	0.320160916604552	C57BL6J_F0_Control-BALBcJ_F0_Control
Naa35	224.589126629329	0.0434987950863824	0.202342414328999	0.214976159252777	0.829785906163388	0.908886549211978	C57BL6J_F0_Control-BALBcJ_F0_Control
Gm5801	333.935586753258	0.013565610444155	0.17953780951467	0.0755585159517419	0.939770341546618	0.968567067463281	C57BL6J_F0_Control-BALBcJ_F0_Control
St6galnac2	500.718852225856	-1.92427558128847	0.166541050063782	-11.554362005953	7.01666273209063e-31	5.90941793172995e-29	C57BL6J_F0_Control-BALBcJ_F0_Control
Svil	1247.04610311989	-0.232617529973127	0.171275071283244	-1.35815170433319	0.174415551682473	0.349357355202788	C57BL6J_F0_Control-BALBcJ_F0_Control
Zmym2	777.703641184073	0.412023998560954	0.13702046123591	3.00702533654128	0.00263817773472338	0.0147907784629992	C57BL6J_F0_Control-BALBcJ_F0_Control
Ndufs3	103.729380117849	-0.21651257087382	0.260317702438001	-0.831724346235676	0.405564555134965	0.609756842524395	C57BL6J_F0_Control-BALBcJ_F0_Control
Zfp703	1953.03185093295	-0.444957350188715	0.167553317161901	-2.65561647913403	0.00791635891382842	0.0362864681313283	C57BL6J_F0_Control-BALBcJ_F0_Control
Gpatch8	717.115912068486	0.132680142778893	0.13750942952782	0.964880323003958	0.334604758151261	0.541243323442647	C57BL6J_F0_Control-BALBcJ_F0_Control
2410002F23Rik	350.823363158949	0.283920831863966	0.180650645377339	1.57165689206877	0.116030144633498	0.266963382909375	C57BL6J_F0_Control-BALBcJ_F0_Control
Sike1	283.837423761691	-0.0309476158448477	0.193500095594512	-0.159935920185279	0.872931552499138	0.931126989332414	C57BL6J_F0_Control-BALBcJ_F0_Control
Ercc1	84.0231161637189	0.616543185190745	0.297954401417132	2.0692534906628	0.0385223055580203	0.120405770716422	C57BL6J_F0_Control-BALBcJ_F0_Control
Rsrc1	301.601110895835	0.2110461030381	0.182874147509964	1.15405105594054	0.248479237680031	0.444006732940023	C57BL6J_F0_Control-BALBcJ_F0_Control
Ndufa3	150.648889711394	-0.326730834491533	0.231042273492479	-1.41416040256446	0.15731481138701	0.327003177236248	C57BL6J_F0_Control-BALBcJ_F0_Control
Nabp2	260.52774022269	0.0794611296232781	0.188831873354076	0.420803586872655	0.67389851223594	0.810614964063245	C57BL6J_F0_Control-BALBcJ_F0_Control
Lilrb4a	4092.38365654011	-0.201444332130882	0.105380189909736	-1.91159583507518	0.0559280539634106	0.158050370787455	C57BL6J_F0_Control-BALBcJ_F0_Control
Catsperg1	203.73199386155	0.54661220488486	0.210664931369896	2.59469956072134	0.00946736353007127	0.0417076082685387	C57BL6J_F0_Control-BALBcJ_F0_Control
Pgp	139.665866450537	0.168012401620246	0.231914279945496	0.724459061596949	0.468783951631564	0.665056377772505	C57BL6J_F0_Control-BALBcJ_F0_Control
Wdr61	180.964584471478	-0.0461108175363366	0.21251927953115	-0.216972397224685	0.828229856348715	0.907830895173992	C57BL6J_F0_Control-BALBcJ_F0_Control
Usp12	4287.35004105055	0.59165033153914	0.122989781986251	4.81056492648538	1.5050430350544e-06	2.17634902276545e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Wwp1	2957.05259289568	-0.11654578751323	0.110952273842943	-1.05041369118947	0.293527953628029	0.498938277550703	C57BL6J_F0_Control-BALBcJ_F0_Control
Utp3	231.051627471309	0.0118659241631253	0.228954024838543	0.0518266676966833	0.958666806351743	0.978455507241944	C57BL6J_F0_Control-BALBcJ_F0_Control
Reps1	465.587944029948	0.079207445404282	0.156208071593375	0.507063716979151	0.61211011206298	0.771327178370713	C57BL6J_F0_Control-BALBcJ_F0_Control
Naxe	215.583743217225	-0.338813539789194	0.21218235016231	-1.59680359619929	0.110309494081765	0.256730022059718	C57BL6J_F0_Control-BALBcJ_F0_Control
Pfdn5	520.042965914448	-0.274951085706907	0.156842480260438	-1.75303964366254	0.0795952024697911	0.203271453425018	C57BL6J_F0_Control-BALBcJ_F0_Control
1700021F05Rik	53.9162326696117	-0.292626144857029	0.305343406495692	-0.958350953817494	0.337885818121428	0.543910294073224	C57BL6J_F0_Control-BALBcJ_F0_Control
Nck1	642.765851194977	-0.333059655126561	0.175573072450458	-1.89698596987611	0.0578297898300261	0.161813621488616	C57BL6J_F0_Control-BALBcJ_F0_Control
Lime1	467.331516386129	-0.0176057768644869	0.165082352740553	-0.106648448923893	0.915067881052575	0.954940119878395	C57BL6J_F0_Control-BALBcJ_F0_Control
Gcsh	92.417079066479	-0.254552655553321	0.274938149002056	-0.925854256592879	0.354521726255564	0.561143021483404	C57BL6J_F0_Control-BALBcJ_F0_Control
Cdc26	79.1035078629692	0.15822604731429	0.280008714441472	0.565075439276596	0.572022453296439	0.743803882263982	C57BL6J_F0_Control-BALBcJ_F0_Control
Pla2g15	5074.98963458624	-0.20815651352146	0.10186771315902	-2.04340027930654	0.0410128298531408	0.126031406573565	C57BL6J_F0_Control-BALBcJ_F0_Control
Derl1	1916.98087173525	0.0949156573629603	0.113359660884622	0.837296588771257	0.402425876241157	0.60652741701322	C57BL6J_F0_Control-BALBcJ_F0_Control
Tlr2	1332.06997145918	0.702455094696908	0.132968410180415	5.28287202760265	1.27174230593337e-07	2.26665884480776e-06	C57BL6J_F0_Control-BALBcJ_F0_Control
Rbbp4	1359.51835680113	0.0190569463588052	0.121986280698318	0.156222046034296	0.875857999858129	0.932556309846227	C57BL6J_F0_Control-BALBcJ_F0_Control
Trappc6b	354.546130268271	-0.266290437526814	0.17502658571555	-1.52142851006409	0.128152338864454	0.28642739138442	C57BL6J_F0_Control-BALBcJ_F0_Control
Elob	137.349655562457	-0.322902138927283	0.245675298768835	-1.31434515616938	0.188730077644085	0.369864661796412	C57BL6J_F0_Control-BALBcJ_F0_Control
Arhgap22	199.656609819463	-1.08659639802144	0.283399450723435	-3.83415139037029	0.000125998526139976	0.00115099860340374	C57BL6J_F0_Control-BALBcJ_F0_Control
Cd55	404.513085180396	2.61351904053013	0.199459022888781	13.1030374193071	3.16339686118957e-39	3.51366283248651e-37	C57BL6J_F0_Control-BALBcJ_F0_Control
St3gal4	2563.8889047712	0.275029159652256	0.123413083782895	2.22852513868045	0.0258455168922637	0.089872977070013	C57BL6J_F0_Control-BALBcJ_F0_Control
Pbx2	912.944005567364	0.0582005928651882	0.130885032746538	0.444669582486906	0.656558554199773	0.79870795894357	C57BL6J_F0_Control-BALBcJ_F0_Control
Degs1	1059.0757465909	-0.401083876961802	0.131229078362753	-3.05636435129946	0.00224038828390835	0.0129197410142013	C57BL6J_F0_Control-BALBcJ_F0_Control
Plcb2	2026.54972688188	0.469323770340813	0.120970673892827	3.87964913510037	0.000104607248435702	0.00097769506342832	C57BL6J_F0_Control-BALBcJ_F0_Control
Gm41410	63.3031097071219	0.563104347910759	0.309860550927968	1.81728311727446	0.0691737736861228	0.183315284070002	C57BL6J_F0_Control-BALBcJ_F0_Control
Marcks	10337.0106821882	-0.130829332106926	0.0981224392155008	-1.33332735257012	0.182424401270401	0.360986473363376	C57BL6J_F0_Control-BALBcJ_F0_Control
Stt3b	1541.96050818913	0.161557651024363	0.121035000555479	1.33480109293105	0.181941455701251	0.360309900902942	C57BL6J_F0_Control-BALBcJ_F0_Control
Gls	1243.20292601312	-0.0710411809622738	0.12169300644419	-0.58377373555032	0.559372550962717	0.73483565830961	C57BL6J_F0_Control-BALBcJ_F0_Control
Champ1	329.981424862931	-0.067291529834412	0.186045586632909	-0.361693771146458	0.717580882272504	0.842970552074873	C57BL6J_F0_Control-BALBcJ_F0_Control
Cux1	659.649506748452	0.163521637883807	0.150878403924289	1.0837975060093	0.278454591264048	0.482853030944739	C57BL6J_F0_Control-BALBcJ_F0_Control
Tm9sf2	2931.84421203197	-0.169574241772411	0.112754194424647	-1.50392845816247	0.132599788576828	0.29311934803946	C57BL6J_F0_Control-BALBcJ_F0_Control
Me2	907.074657507465	0.623175400344992	0.142440373314394	4.37499134440992	1.21437296717658e-05	0.000142653222471432	C57BL6J_F0_Control-BALBcJ_F0_Control
Zc3h13	613.889404671434	-0.012947244232786	0.144745527095333	-0.0894483200455556	0.928725623497854	0.96301729242162	C57BL6J_F0_Control-BALBcJ_F0_Control
Gsk3b	2429.11537506396	-0.181646595324913	0.13214725572455	-1.3745771285901	0.169262583330721	0.342366967180429	C57BL6J_F0_Control-BALBcJ_F0_Control
Atox1	546.31571920719	-0.652903707607852	0.151870228699918	-4.29908951344199	1.71501200330461e-05	0.000195302407033083	C57BL6J_F0_Control-BALBcJ_F0_Control
Hdac10	307.592350145783	0.07867437621875	0.182945391328761	0.430042952420532	0.667164396720429	0.806032865924481	C57BL6J_F0_Control-BALBcJ_F0_Control
Rb1	848.768177044723	0.371927850880538	0.143290437071623	2.59562227934744	0.00944197993527328	0.0416601300809106	C57BL6J_F0_Control-BALBcJ_F0_Control
Rpl41	527.547295351399	-0.382723660430682	0.157069805851698	-2.43664693131436	0.0148241455933668	0.0589887081139996	C57BL6J_F0_Control-BALBcJ_F0_Control
Pxmp4	151.213112568134	0.388829430771084	0.232779403376766	1.67037729769306	0.0948447384165341	0.230905360617636	C57BL6J_F0_Control-BALBcJ_F0_Control
Srsf11	2022.7228057418	0.34450561820425	0.116948325830975	2.94579350115848	0.00322127374751303	0.0174103258116642	C57BL6J_F0_Control-BALBcJ_F0_Control
Epas1	754.650752115601	-1.07597417790553	0.202132764861489	-5.32310622002743	1.02010137495459e-07	1.84388135321981e-06	C57BL6J_F0_Control-BALBcJ_F0_Control
Eif3f	2315.89449405883	0.120128189962771	0.127293343976609	0.943711479406533	0.345317106260383	0.552392048085906	C57BL6J_F0_Control-BALBcJ_F0_Control
Wls	1015.0203902362	-0.506102704383145	0.132449710010096	-3.82109333681869	0.00013286135345808	0.00120645665035868	C57BL6J_F0_Control-BALBcJ_F0_Control
Tet3	2493.41474600358	0.331932119805581	0.111711405973449	2.97133597874932	0.00296507208843518	0.0163015154130324	C57BL6J_F0_Control-BALBcJ_F0_Control
Ggnbp2	711.816573034965	0.303455770967446	0.14678984008879	2.0672804792477	0.0387077325647952	0.120690017240273	C57BL6J_F0_Control-BALBcJ_F0_Control
Eif1ad	151.166990154056	-0.115566348676285	0.248059302740385	-0.465881937905933	0.641300010468697	0.790053573417794	C57BL6J_F0_Control-BALBcJ_F0_Control
Slc35c1	584.809187169657	0.0949847407693003	0.151561146162755	0.626709042351133	0.530849975506412	0.715517800260489	C57BL6J_F0_Control-BALBcJ_F0_Control
Bcl2l12	121.078179130653	0.0857902376818664	0.244134739178763	0.351405285337324	0.725284317800402	0.849015679014485	C57BL6J_F0_Control-BALBcJ_F0_Control
Naa25	282.31167445222	-0.231317162864176	0.203077910443417	-1.13905624870326	0.254679694144371	0.4525539475823	C57BL6J_F0_Control-BALBcJ_F0_Control
A230020J21Rik	109.07327126065	0.756457776962874	0.262801358059306	2.87843937546231	0.00399648086983732	0.0207654436518191	C57BL6J_F0_Control-BALBcJ_F0_Control
Lrrc14	231.414148325008	-0.207353774541796	0.196766082950197	-1.05380851939955	0.291970592244099	0.497258359768617	C57BL6J_F0_Control-BALBcJ_F0_Control
Gyg	243.958674547885	-0.365672496485932	0.192420682340346	-1.9003804166911	0.0573832149684384	0.160857702823011	C57BL6J_F0_Control-BALBcJ_F0_Control
Proser1	557.337234969199	0.404140047879517	0.167529493656021	2.41235163468778	0.0158499868422207	0.0621034249278014	C57BL6J_F0_Control-BALBcJ_F0_Control
Sec24b	1535.7461778061	0.285964230725685	0.130666675829688	2.18850161228876	0.0286330839497197	0.0970561501064361	C57BL6J_F0_Control-BALBcJ_F0_Control
Ccdc71l	589.408807598771	-0.186649957498887	0.158052748902998	-1.18093458541136	0.237628710711097	0.431318580498035	C57BL6J_F0_Control-BALBcJ_F0_Control
Btg2	354.447653721196	0.0113612233952494	0.348300031232248	0.0326190708483562	0.973978361584456	0.985682049806321	C57BL6J_F0_Control-BALBcJ_F0_Control
Luzp1	1133.8060088241	-0.160413644728607	0.130691552639906	-1.22742167713466	0.219664143092184	0.409213901958799	C57BL6J_F0_Control-BALBcJ_F0_Control
Eif4e3	651.83595654178	-0.0194698687626949	0.143143050961106	-0.136016863074862	0.891807950049164	0.94091631734262	C57BL6J_F0_Control-BALBcJ_F0_Control
Arhgef11	1974.41777021989	-0.563924268379306	0.119010226622913	-4.73845218500522	2.15356829254506e-06	3.01735784169385e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Snrnp40	164.71752817585	-0.044515403765772	0.220429107995687	-0.201948845007543	0.839956715879723	0.914145389957129	C57BL6J_F0_Control-BALBcJ_F0_Control
Aco2	1589.86562703931	-0.151535092491063	0.120259086290874	-1.26007187618689	0.207643434633819	0.395079265897117	C57BL6J_F0_Control-BALBcJ_F0_Control
Zfp598	1101.3768269771	-0.0590230506496094	0.128195982389612	-0.460412639689651	0.645220063860744	0.791889771905507	C57BL6J_F0_Control-BALBcJ_F0_Control
Slc27a4	445.629065075654	-0.314918851831258	0.161857788925892	-1.94565151248574	0.0516966147429706	0.149623434815003	C57BL6J_F0_Control-BALBcJ_F0_Control
Apex1	250.055428950578	0.203961600938881	0.211944695528229	0.962334067529024	0.335881821334144	0.542507540296077	C57BL6J_F0_Control-BALBcJ_F0_Control
Pten	5652.83238115062	0.196912860274881	0.109219523654336	1.80290898262917	0.0714025100596044	0.187793012044203	C57BL6J_F0_Control-BALBcJ_F0_Control
Clec4d	148.20293800936	-0.593062464182513	0.308157638651606	-1.92454247370779	0.0542866221695544	0.155047375524011	C57BL6J_F0_Control-BALBcJ_F0_Control
Tbl3	233.887892321014	0.093279259027193	0.198328558845193	0.470326913936801	0.638121471637056	0.788205418581598	C57BL6J_F0_Control-BALBcJ_F0_Control
Hspa4	1754.71308772375	-0.112187978383226	0.127539871732296	-0.879630635184472	0.379059437313933	0.585471891893184	C57BL6J_F0_Control-BALBcJ_F0_Control
Nf2	941.10899650922	-0.270105338607537	0.130464078419467	-2.07034259452702	0.0384202734717325	0.120184888117289	C57BL6J_F0_Control-BALBcJ_F0_Control
Fancl	194.247127153983	-0.0117162799187621	0.207459060411233	-0.0564751421101476	0.954963297635288	0.977017582842991	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem161b	205.167894526355	0.405089541855503	0.22199595241904	1.82476093568975	0.0680371132434612	0.181621886415147	C57BL6J_F0_Control-BALBcJ_F0_Control
Rbpms	201.410782225396	0.659643508592637	0.209387991811363	3.15034068040973	0.00163080174870303	0.010046997268537	C57BL6J_F0_Control-BALBcJ_F0_Control
Shkbp1	724.737936113531	0.306523463523358	0.145130666481544	2.11205164941716	0.0346820194673284	0.111075218218807	C57BL6J_F0_Control-BALBcJ_F0_Control
Fdft1	2317.87431711524	-0.423337819745634	0.122425675685083	-3.45791695554607	0.000544369155602703	0.00404267946563868	C57BL6J_F0_Control-BALBcJ_F0_Control
Anks1	2006.21128856327	0.0822653077026183	0.143407781024727	0.573646054034082	0.566207340329083	0.739146744094374	C57BL6J_F0_Control-BALBcJ_F0_Control
Gadd45b	71.6107009403133	0.624420975048382	0.298016253756418	2.09525811823254	0.036148053365723	0.114906130649067	C57BL6J_F0_Control-BALBcJ_F0_Control
Pphln1	730.81861837049	0.358393586637127	0.145553342043379	2.46228345983505	0.013805550909675	0.0562198417490697	C57BL6J_F0_Control-BALBcJ_F0_Control
Sema4b	655.093992029975	0.0750818375391566	0.166773698084214	0.450201910742803	0.652564858657121	0.796099317840974	C57BL6J_F0_Control-BALBcJ_F0_Control
Zfp524	165.808577820576	0.377205233350256	0.226652763768158	1.66424281389349	0.0960639153197481	0.233206793478159	C57BL6J_F0_Control-BALBcJ_F0_Control
Rgl1	5995.66763815812	-0.145246029427514	0.123347186522211	-1.17753824406331	0.238980742314033	0.432990167634693	C57BL6J_F0_Control-BALBcJ_F0_Control
Ahcyl2	1226.77878933156	0.635396223862567	0.129458313899714	4.90811447115543	9.19561798317125e-07	1.39831778220287e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Nptn	3153.32208226985	0.0618383997674636	0.112976723133698	0.547355225503249	0.584134709781781	0.752423945945532	C57BL6J_F0_Control-BALBcJ_F0_Control
Hras	137.142065489451	-0.532368949797294	0.265919480949997	-2.00199303900341	0.0452854801911986	0.135449696159637	C57BL6J_F0_Control-BALBcJ_F0_Control
Cmtm7	1444.77246122782	-0.113239331093912	0.12664867503641	-0.894121719483896	0.371256769620822	0.57808043120154	C57BL6J_F0_Control-BALBcJ_F0_Control
Fars2	133.617177036836	0.413964952175402	0.238048589688416	1.7389935084986	0.0820359047709203	0.208207931437467	C57BL6J_F0_Control-BALBcJ_F0_Control
Gorasp1	416.997317444884	0.03606482160751	0.168751854286395	0.213715112998422	0.83076922515353	0.909573620225237	C57BL6J_F0_Control-BALBcJ_F0_Control
Rnf19b	2027.82325574472	0.266248894512146	0.140552825257269	1.89429770639474	0.0581855052955822	0.162393923009957	C57BL6J_F0_Control-BALBcJ_F0_Control
Crebbp	2145.72118285112	0.251499583886304	0.128872496723932	1.9515380727438	0.0509930717680851	0.148202844911113	C57BL6J_F0_Control-BALBcJ_F0_Control
Mapk8ip3	1207.69418367756	0.083456029410555	0.129827096616313	0.642824430228141	0.520338029073213	0.707947923809179	C57BL6J_F0_Control-BALBcJ_F0_Control
Washc2	2683.85481808133	0.113925686700548	0.1183794214677	0.962377457906671	0.335860032839897	0.542507540296077	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem26	2203.34413137391	0.914546940898552	0.158512170837226	5.76956921394818	7.94744316519951e-09	1.67793951564984e-07	C57BL6J_F0_Control-BALBcJ_F0_Control
Mtor	688.084456223243	-0.118409846493398	0.164576081019005	-0.719483935698551	0.471842796674202	0.667196161201307	C57BL6J_F0_Control-BALBcJ_F0_Control
Rap1b	7267.74318510347	-0.126859512161444	0.103666166828917	-1.22373109802356	0.221053684232541	0.411102993438047	C57BL6J_F0_Control-BALBcJ_F0_Control
Selenow	785.42199805223	-0.518777540506602	0.138175596903714	-3.75448018413921	0.000173701585606533	0.00150935255338829	C57BL6J_F0_Control-BALBcJ_F0_Control
Nlrx1	237.409482470171	0.192076089796829	0.19780096014296	0.971057418821462	0.331519686421634	0.538717654720552	C57BL6J_F0_Control-BALBcJ_F0_Control
Cluap1	109.688514671177	0.12041235461486	0.259215291882172	0.4645264318341	0.642270626805894	0.790630149687608	C57BL6J_F0_Control-BALBcJ_F0_Control
Ifitm1	96.3775305825691	0.0140608312388763	0.289299877302631	0.0486029630222328	0.961235708607515	0.979750911338205	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmf1	1170.71163422952	-0.0294856802594176	0.131713161984177	-0.223862822934581	0.822864044576387	0.905055975550148	C57BL6J_F0_Control-BALBcJ_F0_Control
St6galnac6	301.293016193158	0.409739264154516	0.186539621791074	2.1965267229577	0.0280542646061901	0.0953894782350671	C57BL6J_F0_Control-BALBcJ_F0_Control
Pigs	1158.18047185592	-0.294510284013466	0.135498806913324	-2.17352676914608	0.0297406933154074	0.0993762793882153	C57BL6J_F0_Control-BALBcJ_F0_Control
Palld	772.589560722841	-0.570181705654603	0.18576523190542	-3.06936717816444	0.00214512767317157	0.0125116122429124	C57BL6J_F0_Control-BALBcJ_F0_Control
Tmem175	514.190339588888	0.0414611020609857	0.152219488652496	0.272377094602109	0.785332082991201	0.885375858200142	C57BL6J_F0_Control-BALBcJ_F0_Control
Il1rn	545.623677085594	0.651298260614134	0.18871163992621	3.45128822402689	0.000557917412271194	0.00411934397653799	C57BL6J_F0_Control-BALBcJ_F0_Control
B3glct	491.656838787503	-0.577935895208882	0.156955850967946	-3.6821557886804	0.000231270007545387	0.00193922684663878	C57BL6J_F0_Control-BALBcJ_F0_Control
Parvb	1760.46014325981	0.0227640585497389	0.130084752762549	0.174994056307978	0.861084303902637	0.925445253836742	C57BL6J_F0_Control-BALBcJ_F0_Control
Gm16573	50.9887417750947	0.165089184957866	0.310850326366915	0.531088987061258	0.595357115459529	0.759836291903719	C57BL6J_F0_Control-BALBcJ_F0_Control
Rab10os	96.949432895956	0.0370599013140606	0.26474689529652	0.139982383070264	0.888673909602872	0.938940061879193	C57BL6J_F0_Control-BALBcJ_F0_Control
Parg	563.338439610043	-0.218832583385246	0.153321399023805	-1.42728011079047	0.153499171148496	0.321241474936227	C57BL6J_F0_Control-BALBcJ_F0_Control
Palb2	206.55628160619	0.688414158048011	0.20820472748788	3.30642904392304	0.000944932793657631	0.00638621246083958	C57BL6J_F0_Control-BALBcJ_F0_Control
Cd300a	5646.45569805997	-0.189844242270187	0.112796428838211	-1.68306961688024	0.0923616153924677	0.226570316921097	C57BL6J_F0_Control-BALBcJ_F0_Control
Chuk	797.20743666295	0.213483555267774	0.148252265738566	1.44000197369151	0.149866840672782	0.316849508114814	C57BL6J_F0_Control-BALBcJ_F0_Control
Ubp1	1607.10970166221	0.368019476226356	0.140693424438272	2.61575462887266	0.00890305112346417	0.0399256780633291	C57BL6J_F0_Control-BALBcJ_F0_Control
Plxnd1	1383.52904567512	0.170683700929541	0.129866505354653	1.31430117768566	0.188744871122882	0.369864661796412	C57BL6J_F0_Control-BALBcJ_F0_Control
Srf	958.605821637491	0.00543327985310448	0.156715530624289	0.0346696963055325	0.972343125238919	0.984937577561601	C57BL6J_F0_Control-BALBcJ_F0_Control
Stim1	1067.02092251998	0.0623555762348549	0.135175291531435	0.46129418718771	0.644587554783976	0.79155888797699	C57BL6J_F0_Control-BALBcJ_F0_Control
Zbtb33	340.040911971209	0.190301297164214	0.174883615767819	1.08815966738053	0.276524626576682	0.480277772494013	C57BL6J_F0_Control-BALBcJ_F0_Control
Tcf12	639.54490892134	0.19237759724324	0.14308542410936	1.3444947201345	0.178788462632854	0.355720347252906	C57BL6J_F0_Control-BALBcJ_F0_Control
Slc35f5	378.65289899725	-0.144903639125799	0.170816856841278	-0.848298240614755	0.396271897180197	0.60127258364463	C57BL6J_F0_Control-BALBcJ_F0_Control
Tomm20	400.133036432502	0.206018664352742	0.167843089100794	1.22744800191936	0.219654254108445	0.409213901958799	C57BL6J_F0_Control-BALBcJ_F0_Control
Fcrl1	253.138456835733	1.67607035802451	0.351042426479475	4.77455210993567	1.8010764422782e-06	2.55146947386694e-05	C57BL6J_F0_Control-BALBcJ_F0_Control
Rnf20	850.779032040663	-0.0877994246025728	0.131999014631368	-0.665152121383399	0.505953200338102	0.696662832804745	C57BL6J_F0_Control-BALBcJ_F0_Control
Mrpl50	146.094340122269	-0.187710501541835	0.251420488537082	-0.746599859995694	0.455305132957609	0.654280676549928	C57BL6J_F0_Control-BALBcJ_F0_Control
Zcchc2	1806.16819656953	0.0298361944871554	0.123304712024256	0.24197124341271	0.808802445626518	0.896344114675152	C57BL6J_F0_Control-BALBcJ_F0_Control
Cxcl2	697.470184155891	0.0756811798513392	0.26903969345238	0.281301167423218	0.778479414975214	0.879861566736669	C57BL6J_F0_Control-BALBcJ_F0_Control
Gabarapl1	913.799397056363	-0.388650850915526	0.140295999523742	-2.77022047838046	0.00560183590262949	0.0275561427199951	C57BL6J_F0_Control-BALBcJ_F0_Control
Gas6	689.662429388804	-2.36443418359154	0.159993981444442	-14.7782695464241	2.0229714342973e-49	3.3704463200988e-47	C57BL6J_F0_Control-BALBcJ_F0_Control
Ide	843.680215598255	0.294465561447012	0.197692904580156	1.48951001591268	0.136353117846629	0.297893470688873	C57BL6J_F0_Control-BALBcJ_F0_Control
Nr2c2	1073.53203268676	0.569384151281983	0.134563028680634	4.23135653875132	2.32286129059985e-05	0.00025614976879363	C57BL6J_F0_Control-BALBcJ_F0_Control
Egfl8	70.4550733972748	0.957601045033594	0.294280759491765	3.25403892081634	0.00113776690465289	0.00746562119628406	C57BL6J_F0_Control-BALBcJ_F0_Control
Sema4c	817.067316779215	0.390024025347803	0.196000468095524	1.98991374427596	0.0466004380571475	0.138482263385025	C57BL6J_F0_Control-BALBcJ_F0_Control
Kmt2d	7242.29257503623	0.262583608671453	0.103417266090505	2.53906933143692	0.0111147794613516	0.0474560834494699	C57BL6J_F0_Control-BALBcJ_F0_Control
Ano10	385.588683471716	-0.357078773982762	0.17317313388009	-2.06197558467708	0.0392100605157709	0.121810256908337	C57BL6J_F0_Control-BALBcJ_F0_Control
Grap	280.984689721994	0.439838218708339	0.187990846766642	2.33967890603909	0.0193003252133752	0.0718047050656834	C57BL6J_F0_Control-BALBcJ_F0_Control
Stat6	4297.50110068927	0.0934754402827786	0.100924126011063	0.926195192143972	0.354344550676805	0.560978441724237	C57BL6J_F0_Control-BALBcJ_F0_Control
